work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
2022,SE,FT,Data Architect,147800,100,US,M
2022,SE,FT,Data Scientist,148000,100,US,M
2022,SE,FT,Data Scientist,148000,100,US,M
2023,SE,FT,Research Engineer,148000,0,US,M
2022,MI,FT,ML Engineer,148500,100,US,L
2023,SE,FT,Data Analyst,148500,0,US,M
2023,MI,FT,Machine Learning Engineer,148500,0,US,M
2022,SE,FT,Data Specialist,148700,100,US,L
2023,SE,FT,Data Analyst,148700,0,US,M
2023,SE,FT,Data Scientist,148750,0,US,M
2023,SE,FT,Data Scientist,148750,0,US,M
2022,SE,FT,Machine Learning Infrastructure Engineer,148800,100,US,M
2022,SE,FT,Machine Learning Engineer,148800,100,US,M
2022,SE,FT,Data Scientist,148800,0,US,M
2022,SE,FT,Data Analyst,149000,100,US,M
2022,SE,FT,Data Architect,149040,100,US,M
2022,SE,FT,Data Architect,149040,100,US,M
2023,SE,FT,Data Architect,149040,100,US,M
2023,SE,FT,Data Architect,149040,100,US,M
2023,SE,FT,Data Scientist,149076,0,US,M
2023,SE,FT,Data Scientist,149076,0,US,M
2023,SE,FT,Data Scientist,149076,0,US,M
2023,SE,FT,Data Analyst,149500,100,US,M
2023,MI,FT,Data Engineer,149600,0,US,M
2023,MI,FT,Data Engineer,149600,0,US,M
2022,SE,FT,Research Engineer,149850,0,US,M
2022,SE,FT,Data Scientist,149850,0,US,M
2022,SE,FT,Research Scientist,149850,0,US,M
2021,MI,FT,Data Science Lead,150000,100,US,M
2021,SE,FT,Data Engineer,150000,0,US,L
2021,MI,FT,Data Architect,150000,100,US,L
2021,MI,FT,Data Scientist,150000,100,US,M
2021,EX,FT,BI Data Analyst,150000,100,US,L
2021,SE,FT,Data Engineer,150000,100,US,M
2021,SE,FT,Data Engineer,150000,100,US,L
2022,SE,FT,Data Scientist,150000,0,US,M
2022,SE,FT,Applied Machine Learning Scientist,150000,100,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,MI,FT,Data Scientist,150000,100,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,MI,FT,Data Engineer,150000,100,US,M
2022,MI,FT,Data Engineer,150000,100,US,M
2022,MI,FT,Data Scientist,150000,0,US,M
2022,SE,FT,Data Scientist,150000,0,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Data Scientist,150000,100,US,M
2022,SE,FT,Machine Learning Engineer,150000,100,US,M
2022,SE,FT,Research Scientist,150000,100,US,M
2022,SE,FT,Data Analyst,150000,100,US,M
2022,SE,FT,Data Engineer,150000,100,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,MI,FT,Machine Learning Researcher,150000,100,US,M
2022,MI,FT,Machine Learning Engineer,150000,0,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Data Engineer,150000,0,US,M
2022,SE,FT,Research Engineer,150000,0,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Data Engineer,150000,100,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,MI,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Data Engineer,150000,100,US,M
2022,SE,FT,Data Engineer,150000,0,US,M
2022,MI,FT,Data Analyst,150000,100,US,M
2022,SE,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Data Engineer,150000,0,US,M
2022,SE,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Analytics Engineer,150000,0,US,M
2022,SE,FT,Data Engineer,150000,100,US,M
2022,SE,FT,Machine Learning Manager,150000,100,US,M
2022,SE,FT,Data Engineer,150000,100,US,M
2022,MI,FT,Business Data Analyst,150000,100,US,L
2022,MI,FT,Data Engineer,150000,0,US,M
2022,SE,FT,Data Engineer,150000,100,US,M
2022,EX,FT,Analytics Engineer,150000,100,US,M
2022,SE,FT,Machine Learning Engineer,150000,100,US,L
2022,EN,FT,Data Analyst,150000,100,US,L
2022,MI,FT,Data Engineer,150000,100,US,M
2022,SE,FT,Data Scientist,150000,0,US,M
2022,SE,FT,Data Scientist,150000,100,US,M
2022,SE,FT,Data Analyst,150000,100,US,M
2022,EN,FT,Computer Vision Software Engineer,150000,100,AU,S
2023,SE,FT,Data Scientist,150000,0,US,M
2023,MI,FT,Data Analyst,150000,100,US,M
2023,SE,FT,Machine Learning Engineer,150000,100,US,M
2023,SE,FT,Data Scientist,150000,0,US,M
2023,SE,FT,Machine Learning Engineer,150000,0,US,M
2023,SE,FT,Analytics Engineer,150000,100,US,M
2023,SE,FT,Data Engineer,150000,100,US,M
2023,SE,FT,Data Engineer,150000,0,US,M
2023,SE,FT,Data Engineer,150000,0,US,M
2023,SE,FT,Research Scientist,150000,0,US,M
2023,SE,FT,Data Engineer,150000,0,US,M
2023,SE,FT,Machine Learning Engineer,150000,100,US,M
2023,MI,FT,Machine Learning Engineer,150000,0,US,M
2023,EN,FT,Research Scientist,150000,0,US,M
2023,MI,FT,Data Scientist,150000,100,US,M
2023,MI,FT,Research Scientist,150000,100,US,M
2023,EN,FT,Data Analyst,150000,0,US,M
2023,EN,FT,Research Scientist,150000,0,US,M
2023,MI,FT,Data Scientist,150000,100,US,M
2023,SE,FT,Analytics Engineer,150000,0,US,M
2023,SE,FT,Research Scientist,150000,0,US,M
2023,SE,FT,Data Scientist,150000,0,US,M
2023,SE,FT,Data Science Manager,150000,100,MX,M
2023,MI,FT,Deep Learning Engineer,150000,100,US,M
2023,SE,FT,Machine Learning Engineer,150000,100,US,M
2023,SE,FT,Machine Learning Engineer,150000,100,US,M
2023,SE,FT,ML Engineer,150000,0,US,M
2023,SE,FT,Data Engineer,150000,100,US,M
2023,SE,FT,Machine Learning Engineer,150000,0,US,M
2023,MI,FT,Data Analyst,150000,0,US,M
2023,SE,FT,Machine Learning Engineer,150000,0,US,M
2023,MI,FT,Machine Learning Engineer,150000,100,US,M
2023,SE,FT,Data Scientist,150000,0,US,M
2023,MI,FT,Data Analyst,150000,0,US,M
2023,SE,FT,Data Engineer,150000,100,US,M
2023,MI,FT,Data Engineer,150000,0,US,M
2023,SE,FT,Data Scientist,150000,0,US,M
2023,SE,FT,Research Scientist,150000,0,US,M
2023,MI,FT,Data Analyst,150000,0,US,M
2023,SE,FT,Data Engineer,150000,100,US,M
2023,SE,FT,Research Scientist,150000,0,US,M
2023,EN,FT,Deep Learning Engineer,150000,0,US,M
2023,SE,FT,Research Engineer,150000,0,US,M
2023,MI,FT,Data Analyst,150000,0,US,M
2022,SE,FT,Data Analyst,150075,100,US,M
2022,SE,FT,Data Analyst,150075,100,US,M
2022,SE,FT,Data Analytics Manager,150260,100,US,M
2023,MI,FT,Machine Learning Engineer,150450,100,US,M
2023,EX,FT,Data Engineer,150900,0,US,M
2021,MI,FT,Principal Data Scientist,151000,100,US,L
2023,MI,FT,Data Engineer,151000,0,US,M
2023,MI,FT,Data Scientist,151410,100,US,M
2022,SE,FT,Data Scientist,151800,0,US,M
2023,MI,FT,Research Scientist,151800,100,US,M
2023,SE,FT,Research Scientist,151800,0,US,M
2023,SE,FT,Big Data Architect,151902,100,GB,L
2021,SE,FT,Data Science Manager,152000,100,FR,L
2022,SE,FT,Data Scientist,152000,0,US,M
2022,SE,FT,Data Engineer,152000,0,US,M
2022,SE,FT,Analytics Engineer,152000,0,US,M
2022,SE,FT,Data Scientist,152000,0,US,M
2023,SE,FT,Data Scientist,152000,0,US,M
2023,SE,FT,Data Scientist,152000,0,US,M
2023,SE,FT,Data Analyst,152380,0,US,M
2022,SE,FT,Data Engineer,152500,0,US,M
2022,SE,FT,Data Science Manager,152500,100,US,M
2023,SE,FT,Analytics Engineer,152500,0,US,M
2023,SE,FT,Analytics Engineer,152900,100,US,M
2021,SE,FT,Data Engineer,153000,100,US,L
2022,MI,FT,Data Engineer,153000,100,US,M
2022,SE,FT,Data Scientist,153000,100,US,M
2022,SE,FT,Data Scientist,153000,100,US,M
2022,MI,FT,Data Scientist,153000,100,US,L
2022,MI,FT,Machine Learning Scientist,153000,50,US,M
2023,EX,FT,Analytics Engineer,153000,100,US,M
2023,SE,FT,Data Engineer,153000,100,CA,M
2023,SE,FT,Machine Learning Engineer,153088,100,US,M
2023,SE,FT,Machine Learning Engineer,153090,0,US,M
2023,SE,FT,Data Scientist,153300,0,US,M
2023,SE,FT,Machine Learning Engineer,153400,0,US,M
2023,SE,FT,Machine Learning Engineer,153400,0,US,M
2023,SE,FT,Machine Learning Engineer,153400,0,US,M
2023,SE,FT,Data Scientist,153400,0,US,M
2022,SE,FT,Data Engineer,153600,0,US,M
2022,SE,FT,Data Engineer,153600,0,US,M
2022,SE,FT,Data Engineer,153600,0,US,M
2022,SE,FT,Data Scientist,153600,100,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2023,SE,FT,Data Engineer,153600,100,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2023,SE,FT,Data Engineer,153600,100,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2023,SE,FT,Data Engineer,153600,0,US,M
2023,SE,FT,Data Engineer,153600,0,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2023,SE,FT,Data Analyst,153600,0,US,M
2021,EX,FT,Director of Data Science,153667,100,PL,L
2022,SE,FT,Data Scientist,154000,0,US,M
2022,SE,FT,Data Scientist,154000,100,US,M
2022,SE,FT,Data Engineer,154000,100,US,M
2022,SE,FT,Data Engineer,154000,100,US,M
2023,SE,FT,Data Scientist,154000,0,US,M
2023,MI,FT,Data Analyst,154000,0,US,M
2023,MI,FT,Data Engineer,154000,0,US,M
2023,SE,FT,Data Engineer,154000,0,US,M
2022,SE,FT,Data Engineer,154545,0,US,L
2022,SE,FT,Data Engineer,154545,0,US,L
2022,SE,FT,Data Analyst,154560,0,US,M
2022,SE,FT,Data Engineer,154600,100,US,M
2022,SE,FT,Data Engineer,154600,0,US,L
2022,SE,FT,Data Engineer,154600,100,US,L
2022,SE,FT,Data Engineer,154600,100,US,L
2023,SE,FT,Data Scientist,154600,100,US,M
2022,MI,FT,Data Scientist,155000,100,US,L
2022,SE,FT,Data Engineer,155000,0,US,M
2022,SE,FT,Data Scientist,155000,0,US,M
2022,MI,FT,Data Analytics Manager,155000,0,US,M
2022,SE,FT,Data Engineer,155000,0,US,M
2022,SE,FT,Data Scientist,155000,100,US,M
2022,SE,FT,Data Scientist,155000,100,US,M
2022,SE,FT,Data Scientist,155000,100,US,M
2022,SE,FT,Data Engineer,155000,100,US,M
2022,SE,FT,Data Analyst,155000,100,US,M
2022,SE,FT,Data Engineer,155000,100,US,M
2023,MI,FT,Data Analytics Manager,155000,0,US,M
2023,SE,FT,Data Engineer,155000,0,US,M
2023,SE,FT,Data Scientist,155000,0,US,M
2023,SE,FT,Data Analyst,155000,0,US,M
2023,EN,FT,Research Engineer,155000,0,US,M
2023,EX,FT,Data Architect,155000,0,US,M
2023,EN,FT,Research Engineer,155000,0,US,M
2023,MI,FT,Data Analytics Manager,155000,0,US,M
2023,SE,FT,Data Manager,155000,0,US,M
2023,MI,FT,Data Analytics Manager,155000,0,US,M
2023,SE,FT,Data Scientist,155000,0,US,M
2023,EX,FT,Data Analytics Manager,155000,0,US,M
2023,SE,FT,Data Analyst,155000,100,US,M
2022,SE,FT,Principal Data Scientist,155499,100,DE,M
2023,SE,FT,Research Engineer,155850,0,US,M
2023,SE,FT,Data Scientist,156000,100,US,M
2022,SE,FT,Data Scientist,156400,0,US,M
2022,SE,FT,Data Scientist,156400,0,US,M
2022,SE,FT,Data Scientist,156400,0,US,M
2022,SE,FT,Data Scientist,156400,0,US,M
2023,SE,FT,Business Intelligence Engineer,156400,0,US,M
2023,SE,FT,Data Scientist,156400,0,US,M
2023,SE,FT,Data Scientist,156400,0,US,M
2023,SE,FT,Data Scientist,156400,100,US,M
2023,SE,FT,Data Science Lead,156400,0,US,M
2023,SE,FT,Data Scientist,156400,100,US,M
2023,SE,FT,Data Scientist,156400,0,US,M
2023,SE,FT,Data Scientist,156400,100,US,M
2023,SE,FT,Data Scientist,156400,0,US,M
2022,SE,FT,Data Scientist,156600,100,US,M
2022,SE,FT,Data Engineer,156600,100,US,M
2022,SE,FT,Lead Data Scientist,156868,100,US,L
2022,EX,FT,Analytics Engineer,157000,100,US,M
2022,MI,FT,Applied Data Scientist,157000,100,US,L
2023,SE,FT,Data Scientist,157750,100,US,M
2022,MI,FT,Data Science Manager,158000,100,US,M
2023,SE,FT,Machine Learning Engineer,158000,100,CA,M
2022,SE,FT,Data Scientist,158200,100,US,L
2023,SE,FT,Data Scientist,158677,100,US,M
2022,EX,FT,Data Scientist,159000,100,US,M
2022,SE,FT,Data Scientist,159000,0,US,L
2022,MI,FT,Data Science Manager,159000,100,US,M
2023,SE,FT,Applied Scientist,159100,0,US,L
2023,SE,FT,Applied Scientist,159100,0,US,L
2022,SE,FT,Data Scientist,159200,100,US,L
2023,SE,FT,Data Architect,159500,0,US,M
2022,SE,FT,Data Scientist,159699,0,US,M
2023,SE,FT,Data Scientist,159832,0,US,M
2023,SE,FT,Data Scientist,159832,0,US,M
2021,SE,FT,Cloud Data Engineer,160000,100,US,S
2021,SE,FT,Lead Data Engineer,160000,50,US,S
2021,MI,FT,Data Scientist,160000,100,US,L
2022,SE,FT,Machine Learning Engineer,160000,100,US,M
2022,EN,FT,Data Engineer,160000,0,US,M
2022,SE,FT,Cloud Database Engineer,160000,100,US,M
2022,MI,FT,Data Engineer,160000,100,US,M
2022,EN,FT,Data Engineer,160000,0,US,M
2022,EN,FT,Data Engineer,160000,0,US,M
2022,SE,FT,Data Engineer,160000,0,US,M
2022,MI,FT,Data Engineer,160000,100,US,M
2022,MI,FT,Data Analyst,160000,0,US,M
2022,MI,FT,Data Analyst,160000,0,US,M
2022,EN,FT,Data Engineer,160000,0,US,M
2022,MI,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Engineer,160000,0,US,M
2022,EN,FT,Data Engineer,160000,0,US,M
2022,EN,FT,Data Engineer,160000,0,US,M
2022,MI,FT,Data Analyst,160000,0,US,M
2022,MI,FT,Data Analyst,160000,0,US,M
2022,MI,FT,Data Engineer,160000,100,US,M
2022,EX,FT,Head of Data,160000,0,US,M
2022,SE,FT,Data Engineer,160000,0,US,M
2022,SE,FT,Data Engineer,160000,0,US,M
2022,SE,FT,Data Engineer,160000,0,US,M
2022,SE,FT,Data Architect,160000,100,US,M
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Scientist,160000,0,US,L
2022,MI,FT,Data Scientist,160000,0,US,M
2022,SE,FT,Data Scientist,160000,0,US,L
2022,SE,FT,Data Scientist,160000,100,US,L
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Scientist,160000,0,US,L
2022,SE,FT,Data Scientist,160000,100,US,L
2022,SE,FT,ML Engineer,160000,0,US,M
2022,MI,FT,Machine Learning Scientist,160000,100,US,L
2022,SE,FT,Data Engineer,160000,0,US,L
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Engineer,160000,100,US,M
2022,MI,FT,Data Scientist,160000,100,US,M
2023,SE,FT,Data Scientist,160000,0,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,Data Scientist,160000,0,US,M
2023,SE,FT,Data Analytics Manager,160000,100,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,Data Scientist,160000,0,US,M
2023,EN,FT,Research Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,CA,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,MI,FT,Data Analyst,160000,0,US,M
2023,SE,FT,Data Scientist,160000,0,US,M
2023,MI,FT,ML Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,BI Analyst,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,Data Scientist,160000,100,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,MI,FT,Data Infrastructure Engineer,160000,100,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,Data Architect,160000,100,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,EN,FT,BI Developer,160000,0,US,M
2023,EN,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Analyst,160000,100,US,M
2023,MI,FT,Data Analyst,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,SE,FT,Data Analyst,160000,100,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,EN,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Scientist,160000,0,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,EN,FT,Data Engineer,160000,0,US,M
2023,EN,FT,Research Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,0,US,M
2023,SE,FT,Data Engineer,160000,100,US,M
2023,EN,FT,Data Engineer,160000,0,US,M
2022,SE,FT,Data Engineer,160080,0,US,M
2022,SE,FT,Data Engineer,160080,100,US,M
2023,EX,FT,Head of Data Science,160288,0,GB,M
2022,SE,FT,Data Engineer,160395,100,US,M
2022,MI,FT,Data Engineer,161000,100,US,M
2022,SE,FT,Data Engineer,161000,100,US,M
2022,SE,FT,Big Data Engineer,161311,50,CA,M
2022,SE,FT,Data Science Manager,161342,100,US,M
2022,SE,FT,Data Scientist,161500,100,US,M
2023,SE,FT,Data Analyst,161500,100,US,M
2023,SE,FT,Data Engineer,161800,100,US,M
2023,SE,FT,Data Engineer,161800,0,US,M
2022,SE,FT,Data Engineer,162000,100,US,M
2023,SE,FT,Data Scientist,162000,0,US,M
2023,SE,FT,Data Engineer,162000,0,US,M
2023,MI,FT,Data Engineer,162500,0,US,M
2023,MI,FT,Data Engineer,162500,0,US,M
2023,SE,FT,Data Scientist,162500,0,US,M
2023,MI,FT,Data Engineer,162500,0,US,M
2023,SE,FT,Data Engineer,162500,100,US,M
2023,SE,FT,Data Engineer,162500,100,US,M
2023,SE,FT,Data Scientist,162500,0,US,M
2023,MI,FT,Data Engineer,162500,0,US,M
2023,EN,FT,Machine Learning Engineer,163196,0,US,M
2023,SE,FT,Data Engineer,163625,100,US,M
2023,SE,FT,Data Engineer,163800,0,US,M
2023,SE,FT,Data Engineer,163800,0,US,M
2023,SE,FT,Machine Learning Engineer,163800,0,US,M
2023,SE,FT,Machine Learning Engineer,163800,0,US,M
2023,SE,FT,Data Engineer,163800,0,US,M
2023,SE,FT,Data Engineer,163800,0,US,M
2023,SE,FT,Machine Learning Engineer,163800,0,US,M
2023,SE,FT,Data Engineer,163800,0,US,M
2023,SE,FT,Machine Learning Engineer,163800,0,US,M
2022,SE,FT,Machine Learning Engineer,164000,100,US,M
2022,SE,FT,Applied Scientist,164000,100,US,M
2022,SE,FT,Data Engineer,164000,0,US,M
2022,SE,FT,Data Analyst,164000,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,0,US,M
2021,SE,FT,Data Scientist,165000,100,US,L
2021,SE,FT,Data Engineer,165000,0,US,M
2021,SE,FT,Data Specialist,165000,100,US,L
2022,SE,FT,Data Scientist,165000,0,US,M
2022,MI,FT,Machine Learning Scientist,165000,0,US,M
2022,MI,FT,Data Analyst,165000,0,US,M
2022,MI,FT,Data Specialist,165000,0,US,M
2022,MI,FT,Data Analyst,165000,0,US,M
2022,SE,FT,Data Science Lead,165000,50,US,S
2022,SE,FT,Data Engineer,165000,100,US,M
2022,SE,FT,Data Scientist,165000,100,US,L
2022,SE,FT,Analytics Engineer,165000,100,US,M
2022,SE,FT,Data Scientist,165000,100,US,M
2023,SE,FT,Data Engineer,165000,0,US,M
2023,SE,FT,Data Scientist,165000,0,US,M
2023,SE,FT,Data Engineer,165000,0,US,M
2023,SE,FT,Data Engineer,165000,100,US,M
2023,SE,FT,Data Analyst,165000,100,US,M
2023,SE,FT,Data Engineer,165000,0,US,M
2023,MI,FT,Analytics Engineer,165000,0,US,M
2023,SE,FT,Data Analyst,165000,100,US,M
2023,SE,FT,Data Analyst,165000,100,US,M
2023,MI,FT,Data Analyst,165000,0,US,M
2023,SE,FT,Data Scientist,165000,100,US,M
2023,SE,FT,Data Engineer,165000,100,US,M
2023,SE,FT,Data Scientist,165000,0,US,M
2023,MI,FT,Data Scientist,165000,0,US,M
2022,SE,FT,Data Scientist,165220,100,US,M
2022,SE,FT,Data Engineer,165400,100,US,M
2022,SE,FT,Data Engineer,165400,100,US,M
2023,SE,FT,Research Scientist,165750,0,US,M
2023,SE,FT,Machine Learning Scientist,165750,100,US,M
2022,SE,FT,Data Engineer,166000,100,US,M
2023,SE,FT,Data Engineer,166000,100,US,M
2023,SE,FT,Data Engineer,166000,100,US,M
2022,SE,FT,Data Analyst,166700,0,US,M
2022,SE,FT,Data Analyst,166700,0,US,M
2022,SE,FT,Data Scientist,167000,100,US,M
2022,MI,FT,Data Analyst,167000,100,US,M
2023,SE,FT,Analytics Engineer,167000,0,US,M
2022,SE,FT,Machine Learning Engineer,167100,0,US,M
2023,SE,FT,Data Engineer,167200,100,US,M
2022,SE,FT,Data Engineer,167500,0,US,M
2023,MI,FT,Data Architect,167500,0,US,M
2023,MI,FT,Data Architect,167500,0,US,M
2023,SE,FT,Data Engineer,167500,0,US,M
2023,EX,FT,Data Engineer,167500,0,US,M
2023,SE,FT,Data Engineer,167500,0,US,M
2023,SE,FT,Data Engineer,167580,0,US,M
2023,SE,FT,Data Engineer,167580,0,US,M
2022,EX,FT,Head of Data Science,167875,100,US,M
2021,SE,FT,Director of Data Science,168000,0,JP,S
2022,EN,FT,Data Scientist,168000,100,US,M
2022,SE,FT,Machine Learning Software Engineer,168000,100,CA,M
2022,SE,FT,Data Scientist,168000,100,US,M
2022,SE,FT,Data Scientist,168000,100,US,M
2023,SE,FT,Data Scientist,168000,100,US,M
2023,SE,FT,Data Architect,168100,100,US,M
2022,SE,FT,Data Engineer,168400,0,US,M
2023,SE,FT,Data Analyst,168400,0,US,M
2023,SE,FT,Data Engineer,168400,0,US,M
2023,SE,FT,Data Architect,168400,0,US,M
2023,SE,FT,Data Manager,168400,0,US,M
2023,SE,FT,Data Scientist,168400,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2022,SE,FT,Data Analyst,169000,0,US,M
2023,SE,FT,Data Analyst,169000,0,US,M
2023,SE,FT,Data Analyst,169000,0,US,M
2023,SE,FT,Data Manager,169000,0,US,M
2023,SE,FT,Data Analyst,169000,0,US,M
2023,SE,FT,Research Scientist,169200,0,ES,M
2023,SE,FT,Research Scientist,169200,0,ES,M
2021,MI,FT,Data Architect,170000,100,US,L
2021,SE,FT,Lead Data Analyst,170000,100,US,L
2021,SE,FT,Principal Data Analyst,170000,100,US,M
2022,SE,FT,Data Engineer,170000,0,US,M
2022,SE,FT,Analytics Engineer,170000,100,US,M
2022,MI,FT,Data Engineer,170000,0,US,M
2022,SE,FT,Data Engineer,170000,100,US,M
2022,SE,FT,Data Engineer,170000,0,US,M
2022,SE,FT,Data Engineer,170000,0,US,M
2022,SE,FT,Data Engineer,170000,0,US,M
2022,SE,FT,Data Engineer,170000,100,US,M
2022,SE,FT,Data Scientist,170000,100,US,M
2022,SE,FT,Data Scientist,170000,100,US,M
2022,SE,FT,Analytics Engineer,170000,100,US,M
2022,SE,FT,Data Engineer,170000,100,US,M
2022,SE,FT,Data Scientist,170000,100,US,M
2022,MI,FT,Data Engineer,170000,100,US,M
2022,SE,FT,Data Analyst,170000,100,US,M
2022,SE,FT,Data Analyst,170000,100,US,M
2022,SE,FT,Data Analyst,170000,100,US,M
2023,SE,FT,Data Scientist,170000,0,US,M
2023,SE,FT,Data Scientist,170000,0,US,M
2023,SE,FT,Computer Vision Engineer,170000,0,US,M
2023,SE,FT,Data Scientist,170000,0,US,M
2023,SE,FT,Machine Learning Engineer,170000,0,US,M
2023,SE,FT,Data Scientist,170000,100,US,M
2023,SE,FT,Data Scientist,170000,0,US,M
2023,SE,FT,Data Scientist,170000,100,US,M
2023,SE,FT,Data Architect,170000,100,US,M
2023,SE,FT,Machine Learning Scientist,170000,0,US,M
2023,SE,FT,Cloud Database Engineer,170000,100,US,L
2023,SE,FT,Analytics Engineer,170000,100,US,M
2023,SE,FT,Data Engineer,170000,0,US,M
2023,SE,FT,Machine Learning Software Engineer,170000,0,US,M
2023,SE,FT,Data Engineer,170000,0,US,M
2023,MI,FT,Data Scientist,170000,0,US,M
2023,SE,FT,Machine Learning Engineer,170000,0,US,M
2023,SE,FT,Data Scientist,170000,100,US,M
2023,SE,FT,Data Engineer,170000,0,US,M
2023,SE,FT,Data Engineer,170000,0,US,M
2023,SE,FT,Data Engineer,170000,100,US,M
2023,SE,FT,Data Engineer,170000,100,US,M
2023,SE,FT,Data Engineer,170000,100,US,M
2023,SE,FT,Data Scientist,170000,100,US,M
2023,SE,FT,Data Architect,170000,100,US,M
2023,SE,FT,Data Analyst,170500,100,US,M
2023,SE,FT,Data Analyst,170550,100,US,M
2023,SE,FT,Data Scientist,170730,0,US,M
2022,SE,FT,Data Analyst,171000,100,AU,L
2022,SE,FT,Data Engineer,171000,0,US,M
2023,SE,FT,Data Scientist,171250,0,IE,M
2023,SE,FT,Data Engineer,171250,0,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,0,US,M
2022,SE,FT,Data Scientist,172000,100,US,M
2023,SE,FT,Data Scientist,172000,0,US,M
2023,SE,FT,Data Scientist,172100,0,US,M
2022,SE,FT,Data Science Manager,172200,0,US,M
2022,SE,FT,Machine Learning Engineer,172200,0,US,M
2022,SE,FT,Data Scientist,172200,0,US,M
2022,SE,FT,Data Engineer,172200,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,0,US,M
2023,SE,FT,Data Science Lead,172200,0,US,M
2022,SE,FT,Lead Data Scientist,172309,100,IE,L
2022,MI,FT,Data Scientist,172386,0,GB,M
2023,SE,FT,Data Scientist,172500,100,US,M
2023,SE,FT,Data Engineer,172600,100,US,M
2023,SE,FT,Data Engineer,172800,0,US,M
2022,SE,FT,Data Scientist,173000,100,US,M
2022,MI,FT,Applied Machine Learning Scientist,173000,50,US,M
2023,SE,FT,Analytics Engineer,173000,100,US,M
2023,SE,FT,Data Scientist,173000,100,US,M
2021,SE,FT,Principal Data Scientist,173762,100,DE,M
2021,SE,FT,Data Engineer,174000,100,US,L
2021,SE,FT,Data Science Manager,174000,100,US,L
2023,SE,FT,Research Engineer,174000,0,DE,M
2023,SE,FT,Machine Learning Engineer,174000,0,DE,M
2023,SE,FT,Data Architect,174500,0,US,M
2023,SE,FT,Data Architect,174500,0,US,M
